title,url,abstract
ChatGPT is no Stochastic Parrot. But it also Claims that 1 is Greater than 1,https://link.springer.com/article/10.1007/s13347-023-00619-6,This article is a commentary on ChatGPT and LLMs (Large Language Models) in general. It argues that this technology has matured to the point where calling systems such as ChatGPT “stochastic parrots” is no longer warranted. But it also argues that these systems continue to have serious limitations when it comes to reasoning. These limitations are much more severe than commonly thought. A large array of examples are given to support these claims.
Authorship and ChatGPT: a Conservative View,https://link.springer.com/article/10.1007/s13347-024-00715-1,"Is ChatGPT an author? Given its capacity to generate something that reads like human-written text in response to prompts, it might seem natural to ascribe authorship to ChatGPT. However, we argue that ChatGPT is not an author. ChatGPT fails to meet the criteria of authorship because it lacks the ability to perform illocutionary speech acts such as promising or asserting, lacks the fitting mental states like knowledge, belief, or intention, and cannot take responsibility for the texts it produces. Three perspectives are compared: liberalism (which ascribes authorship to ChatGPT), conservatism (which denies ChatGPT's authorship for normative and metaphysical reasons), and moderatism (which treats ChatGPT as if it possesses authorship without committing to the existence of mental states like knowledge, belief, or intention). We conclude that conservatism provides a more nuanced understanding of authorship in AI than liberalism and moderatism, without denying the significant potential, influence, or utility of AI technologies such as ChatGPT."
The Incentive of Bullshit: ChatGPT and the Loss of Truth’s Functional Privilege,https://link.springer.com/article/10.1007/s13347-025-01013-0,"In his writing, Licon ( 2025 ) sought to refine the distinction between bullshit and sophism, and he associated ChatGPT with a machine that institutionalises bullshit as an epistemic modus operandi. However, we need to rethink the radical dimensions of ChatGPT, which magically designs the irrational side of humankind, including removing the functional privilege of truth itself. While Licon sees epistemic failure, we extend this to identify a structural transformation: a shift from an economy of truth to an economy of algorithmic persuasion. When narrative coherence replaces factual correspondence as discursive currency, we face not only the proliferation of bullshit but the collapse of epistemic architecture. The implications are definitive. Truth loses its regulative function in the algorithmic rhetorical regime, and what remains is discursive inflation without any distinguishing standards."
Should I use ChatGPT as an Academic Aid?,https://link.springer.com/article/10.1007/s13347-024-00831-y,"Aylsworth and Castro’s recent paper, Should I Use ChatGPT to Write My Papers? , argues that students in the humanities have a moral obligation to refrain from using AI tools such as ChatGPT for writing assignments. Their claim is that writing is an autonomy-fostering activity, essential for intellectual growth and critical reflection, and that every agent has the moral duty to respect their own autonomy. While the authors raise significant ethical concerns, the paper lacks the identification of which specific features of writing promote autonomy. Writing is a multifaceted process which involves distinct activities, not all of which equally contribute to fostering autonomy. Furthermore, writing can be a shared endeavour, for example when co-authoring a paper with a colleague. This prompts the question of which features or activities exactly are the ones to support autonomy. The usage in AI in education is a double-edged sword: while some scholars emphasize the limitations of generated texts, others have reported positive outcomes from using AI tools in educational settings. This invites a deeper examination of how technology can be designed or used to support, rather than mine, students’ autonomy."
Meta-Cognitive Competence and AI-Assisted Decision-Making: Revisiting the Role of Explainable AI and Uncertainty Quantification,https://link.springer.com/article/10.1007/s13347-025-00948-8,"Greater reliance on AI for decision support risks possible “deskilling,” or declines in unassisted competence on certain tasks. But which losses of competence are most concerning, and what is the best strategy for addressing these? In an important article in Philosophy and Technology , Buijsman et al. (2025) emphasize the dangers of meta-cognitive deskilling. Meta-cognition involves capacities like error detection, accommodating uncertainty, and strategic planning, which help monitor and control cognition. A natural strategy for supporting meta-cognitive competence in AI-assisted decision-making is to improve AI literacy, by focusing on both the uses and limitations of AI applications. Here I outline an approach to AI literacy that incorporates “explainable” AI (XAI) and uncertainty quantification (UQ) methods. XAI is sometimes associated with an ambitious but potentially tangential research program of conceptualizing AI decision processes. Recent XAI methods, however, are often more targeted towards decision-relevant metrics, especially when accompanied by UQ. Accordingly, I argue there should be further research into the potential of XAI and UQ methods to improve both broader AI literacy and meta-cognitive competence in AI-assisted decision-making."
Recontextualising Diversity in AI: Derridean Reflections on Data Colonialism and Plural Epistemologies,https://link.springer.com/article/10.1007/s13347-025-00998-y,"This reply to Dr Alžběta Kuchtová’s “The Question of Diversity of Data in AI Development” supports her critique of the epistemic limits and colonial legacies embedded in contemporary AI datasets. Expanding on her insights, I argue that true data diversity must be plural, contextual and philosophically grounded. Drawing on Derrida’s notions of the archive, trace and iterability, I examine how AI’s data practices reproduce colonial asymmetries and how contextual interventions—such as participatory data design, dynamic monitoring, and rich metadata documentation—can reorient AI development toward inclusivity. Integrating Kuchtová’s framework with deconstructive theory highlights that ethical AI requires continual interpretive vigilance, institutional pluralism, and humility toward the limits of knowledge. This dialogue underscores the need to transform AI from a universalising monologue into an ongoing, globally situated conversation."
Is Alignment Unsafe?,https://link.springer.com/article/10.1007/s13347-024-00800-5,Yum ( 2024 ) argues that the widespread adoption of language agent architectures would likely increase the risk posed by AI by simplifying the process of aligning artificial systems with human values and thereby making it easier for malicious actors to use them to cause a variety of harms. Yum takes this to be an example of a broader phenomenon: progress on the alignment problem is likely to be net safety-negative because it makes artificial systems easier for malicious actors to control. I offer some reasons for skepticism about this surprising and pessimistic conclusion.
Second-Person Authenticity and the Mediating Role of AI: A Moral Challenge for Human-to-Human Relationships?,https://link.springer.com/article/10.1007/s13347-025-00857-w,"The development of AI tools, such as large language models and speech emotion and facial expression recognition systems, has raised new ethical concerns about AI’s impact on human relationships. While much of the debate has focused on human-AI relationships, less attention has been devoted to another class of ethical issues, which arise when AI mediates human-to-human relationships. This paper opens the debate on these issues by analyzing the case of romantic relationships, particularly those in which one partner uses AI tools, such as ChatGPT, to resolve a conflict and apologize. After reviewing some possible, non-exhaustive, explanations for the moral wrongness of using AI tools in such cases, I introduce the notion of second-person authenticity: a form of authenticity that is assessed by the other person in the relationship (e.g., a partner). I then argue that at least some actions within romantic relationships should respect a standard of authentic conduct since the value of such actions depends on who actually performs them and not only on the quality of the outcome produced. Therefore, using AI tools in such circumstances may prevent agents from meeting this standard. I conclude by suggesting that the proposed theoretical framework could also apply to other human-to-human relationships, such as the doctor-patient relationship, when these are mediated by AI; I offer some preliminary reflections on such applications."
Islamic Guidance and Artificial Intelligence: An Epistemological Perspective,https://link.springer.com/article/10.1007/s13347-025-00989-z,"The application of generative artificial intelligence (AI) in the form of large language models (LLMs) like Deep Seek and ChatGPT to provide Islamic theological, legal, hermeneutic, and spiritual guidance presents unique opportunities to respond to issues that are specific to our time. Most studies have understandably focused on the practical problems of AI implementation, yet there are metaphysical and epistemological issues to consider. This article argues that AI causes a desacralisation of knowledge and reduces it to a single practical plane of formalisation. The omission of the metaphysical foundation of religious knowledge has epistemological consequences. Without considering the metaphysical and epistemological superstructure that forms the basis of the practical issues of AI and religious guidance, our understanding of the challenges of AI in this new space remain ineluctably parochial. The conflation of all guidance—theological, legal, hermeneutic, spiritual—to a single plane in generative AI models poses significant risks. Nevertheless, the unprecedented scope for personalisation they offer provides an enormous opportunity that warrants further exploration."
Dropping Anchor or Chasing the Horizon? Theoretical and Practical Challenges for Personalized AI Advisors,https://link.springer.com/article/10.1007/s13347-025-00990-6,"Unlike generic AI advisors which aid in normative deliberation according to preloaded values and creeds (i.e., Singerian Utilitarianism, Calvinist Protestantism, or Stoicism), personalized AI advisors aim to aid in users’ decision-making by their own lights . In this paper, I argue personalized AI advisors face a challenge called the Anchoring Problem : the difficulty of adjudicating between competing temporal and psychological reference points for normative guidance—whether to “chase the horizon,” defined as dynamically calibrating to whichever aspirational self or set of beliefs, dispositions, or values, a user presently holds, or to “drop anchor,” defined as stubbornly preserving whichever values the user set out with. This problem is compounded by several observations about aspirational selfhood, namely that a person’s conception of their aspirational self may be underdetermined and the identity it purports to describe may be incoherent, romanticized, or contradictory. Even if this is not the case, the aspirational self is rarely diachronically stable such that who one wishes to be or how one wishes to improve remains static over time. In this paper, I argue personalized AI advisors promise a number of advantages over generic ones if the Anchoring Problem proves surmountable, and I argue it is within certain constraints. Namely, I argue for the necessity of a ‘co-reasoning,’ dialectical model of personalization. Co-reasoning should safeguard the user against value hijacking by encouraging their deliberative and decisional participation while also pushing them to confront unaccounted discrepancies between stated values, aspiring values, and actual behavior (both past and present)."
The Incalculability of the Generated Text,https://link.springer.com/article/10.1007/s13347-024-00708-0,"In this paper, I explore Derrida’s concept of exteriorization in relation to texts generated by machine learning. I first discuss Heidegger’s view of machine creation and then present Derrida’s criticism of Heidegger. I explain the concept of iterability, which is the central notion on which Derrida’s criticism is based. The thesis defended in the paper is that Derrida’s account of iterability provides a helpful framework for understanding the phenomenon of machine learning–generated literature. His account of textuality highlights the incalculability and mechanical elements characteristic of all texts, including machine-generated texts. By applying Derrida’s concept to the phenomenon of machine creation, we can deconstruct the distinction between human and non-human creation. As I propose in the conclusion to this paper, this provides a basis on which to consider potential positive uses of machine learning."
Should I Use ChatGPT to Write My Papers?,https://link.springer.com/article/10.1007/s13347-024-00809-w,"We argue that students have moral reasons to refrain from using chatbots such as ChatGPT to write certain papers. We begin by showing why many putative reasons to refrain from using chatbots fail to generate compelling arguments against their use in the construction of these papers. Many of these reasons rest on implausible principles, hollowed out conceptions of education, or impoverished accounts of human agency. They also overextend to cases where it is permissible to rely on a machine for something that once required human cognition. We then give our account: you have a moral obligation to respect your own humanity (i.e., your capacity to set and pursue your own ends), and the process of writing a humanities paper is important for the cultivation of your humanity. We conclude by considering objections and offering replies. In the end, we argue that the moral reasons students have to refrain from using chatbots depend crucially on instructors’ ability to make writing assignments worthwhile. This relies on instructors having the right kind of institutional support, which sheds light on implications that this duty has for administrators, legislators, and the general public."
The Right to Restrict AI Training,https://link.springer.com/article/10.1007/s13347-025-01032-x,"Generative AI systems require vast amounts of training data, much of it scraped from the internet without creators’ consent. Critics often characterize this practice as “theft,” but such claims require showing that AI training violates creators’ property rights. However, this position risks implying that human learning and works of inspiration would count as theft, too. This paper develops two arguments for moral restrictions that apply uniquely to AI training, not to human learning. The first contends that even if creators possess extensive moral property rights over the use of their content, in the human case, these property rights are typically overridden by a countervailing right to freedom of thought. Since AI systems lack such a right, creators’ property rights remain intact, requiring AI companies to obtain permission to use their work. The second argument contends that even without such broad property rights, creators have the moral right to restrict which copying technologies may be used to capture their work, allowing them to block web crawlers for AI training while permitting ordinary human browsing. The paper concludes by exploring the policy implications of these moral arguments."
The Moral Turing Test: a defense,https://link.springer.com/article/10.1007/s13347-024-00793-1,"In this paper, I raise the question whether an artificial intelligence can act morally. I first sketch and defend a general picture of what is at stake in this question. I then sketch and defend a behavioral test, known as the Moral Turing Test, as a good sufficiency test for an artificial intelligence acting morally. I end by discussing some general anticipated objections."
Offloading Wisdom: Four Technological Relations that Mediate Phronesis,https://link.springer.com/article/10.1007/s13347-025-00889-2,"Although there has been much discussion regarding how technology mediates our practical and ethical lives, little has been said about how it mediates phronesis : the skilled deliberative capacity to direct our lives well. With new and emerging technologies like the generative AI of Chat-GPT, mindfulness apps such as Wysa and Headspace, and the datafication of our everyday lives, it becomes necessary to ask how these technologies and practices affect our ability to reason towards and actualize flourishing lives. I argue that (1) phronesis is a technologically mediated capacity whose mediation is best understood from the postphenomenological perspective; (2) through an adaptation of Albert Borgmann’s ideas of commanding and disposable realities, practical wisdom’s mediation can be understood through augmenting, diminishing, and displacing relationships with technology; (3) the rapid proliferation of new and emerging AI technologies threaten to emphasize disposable realities over commanding realities, which leads to a diminishing of phronesis, and by extension human flourishing. If we are interested in creating and using technology in ways that promote human wellbeing, we must first understand how these technologies mediate phronesis and consider what sorts of technological relationships benefit that deliberative skill."
Towards a Definition of Generative Artificial Intelligence,https://link.springer.com/article/10.1007/s13347-025-00863-y,"The concept of Generative Artificial Intelligence (GenAI) is ubiquitous in the public discourse, yet rarely defined precisely. We clarify main concepts that are usually discussed in connection to GenAI and argue that one ought to distinguish between the technical and the public discourse. In order to show its complex development and associated conceptual ambiguities, we offer a historical-systematic reconstruction of GenAI and explicitly discuss two exemplary cases: the generative status of the Large Language Model BERT and the differences between protein structure predictions from AlphaFold 2 and 3. Our analysis shows that there is no unique and unambiguous definition of GenAI based on a purely technical account of the term. Following this conclusion, we argue that the public discourse is not simply a less complex way of speaking, but instead transcends its technical basis. As a means to structure this newly emerging discussion landscape we introduce a non-exhaustive list of four central aspects of GenAI: (multi-)modality , interaction , flexibility , and productivity . These dimensions constitute a first step towards defining GenAI beyond its technical basis."
Turing’s Test vs the Moral Turing Test,https://link.springer.com/article/10.1007/s13347-024-00825-w,"Given actual autonomous systems with capacities for harm and the public’s apparent willingness to take moral advice from large language models (LLMs), Einar Duenger Bohn’s (2024) renewed discussion of the Moral Turing Test (MTT) is timely. Bohn’s aim is to defend an unequivocally behavioural test. In this paper, I argue against this direction. Interpreted as testing mere behaviour, the Turing test is a poor test of either intelligence or moral agency, and neither Bohn’s version of the test nor Allen, Varner and Zinser’s influential (2000) version avoids these problems. Also, the MTT’s advantages as advertised by Bohn do not hold up: it is an open empirical question whether embracing a merely behavioural MTT will significantly reduce the challenges in building a computer to pass the test. This issue aside, I argue that Turing’s actual test is superior to current AI benchmarks and to Bohn’s version of the test. A test of moral reasoning or agency in machines that is based on Turing’s actual test has advantages over current tests of moral reasoning in AI, including versions of the MTT. Such a test is an intriguing possibility still to be investigated."
"AI as Agency Without Intelligence : on ChatGPT, Large Language Models, and Other Generative Models",https://link.springer.com/article/10.1007/s13347-023-00621-y,"The first idea is old: all the texts are present in the dictionary; the difference is made by the syntax, that is, by how the dictionary words are structured into sentences (Borges, 2000 ). The second idea is old: all the words in the dictionary are present in the alphabet; the difference is made by morphology, that is, by how the letters of the alphabet are structured into words (Clarke, 1967 ). The third idea is old: all the letters are present in the digital code; the difference is made by how the finite strings of zeros and ones of the digital code are structured into letters (Lodder, 2008 ). The fourth idea is also old: all strings of zeros and ones are present in two electromagnetic properties, current high or low, magnetisation present or absent, and the difference is made by how such properties can be handled by electronic computational devices (Mano, 1979 ). But the fifth idea is revolutionary: today, artificial intelligence (AI) manages the properties of electromagnetism to process texts with extraordinary success and often with outcomes that are indistinguishable from those that human beings could produce. These AI systems are the so-called large language models (LLMs), and they are rightly causing a sensation."
"Large Language Models, Agency, and Why Speech Acts are Beyond Them (For Now) – A Kantian-Cum-Pragmatist Case",https://link.springer.com/article/10.1007/s13347-024-00696-1,"This article sets in with the question whether current or foreseeable transformer-based large language models (LLMs), such as the ones powering OpenAI’s ChatGPT, could be language users in a way comparable to humans. It answers the question negatively, presenting the following argument. Apart from niche uses, to use language means to act. But LLMs are unable to act because they lack intentions. This, in turn, is because they are the wrong kind of being: agents with intentions need to be autonomous organisms while LLMs are heteronomous mechanisms. To conclude, the article argues, based on structural aspects of transformer-based LLMs, that these LLMs have taken a first step away from mechanistic artificiality to autonomous self-constitution, which means that these models are (slowly) moving into a direction that someday might result in non-human, but equally non-artificial agents, thus subverting the time-honored Kantian distinction between organism and mechanism."
Can AI Know?,https://link.springer.com/article/10.1007/s13347-024-00776-2,"This paper argues that individual propositional knowledge, as traditionally analyzed in terms of true-justified-ungettiered belief, does not require phenomenal experience. Accordingly, those who are satisfied with the traditional conception need to come to terms with the possibility that AI and other zombies that lack phenomenal experience possess knowledge. Alternatively, those who resist attributing knowledge to AI based on the assumption that knowledge requires phenomenal experience need to modify or replace the traditional conception of knowledge to incorporate this requirement."
Aligning Technology with Human Values: The Measurement Problem,https://link.springer.com/article/10.1007/s13347-025-00944-y,"This paper aims to broaden the discussion of value alignment beyond artificial intelligence to technology in general: all technologies—not just AI systems—should be aligned with values specified by humans. I make two points—the first concerns how value alignment in ordinary technical artifacts should be measured. By combining insights from social choice theory with Peter Gärdenfors’ influential theory of conceptual spaces, I argue that measuring value alignment on a cardinal scale is possible. My second point is an argument in support of the idea that all technical artifacts are neutral means to an end, which is a claim that numerous philosophers of technology explicitly reject. Once we recognize that every technology can be aligned with human values, there is no reason to think they are inherently value-laden. Claims about the morality of technologies can, and should, be expressed in terms of value alignment. Consider, for instance, the low bridges over the parkways in Long Island designed by Robert Moses in the 1920s. The bridges were intentionally designed to prevent buses from passing under them, thereby limiting access to beaches and other desirable destinations for low-income groups and racial minorities, who relied on public transportation more than other social groups. Langdon Winner argues that this shows how the bridges themselves embody social and moral values: the concrete and steel of the bridges “embody […] systematic social inequality” (1980: 124). However, according to the proposal outlined here, the bridges are morally neutral means to an end that align poorly with some of our values: racial justice and equity."
Why AI will not Democratize Education: a Critical Pragmatist Perspective,https://link.springer.com/article/10.1007/s13347-025-00883-8,"This paper builds on Dewey’s philosophy of education to argue that AI, at least in its current commercial form, is likely to have a negative impact on democratic education. AI and other digital technologies are currently being touted for their potential to “democratise” education, even if it is not clear what this would entail. Adopting Dewey’s notion of democratic education, I emphasise that education needs to provide children with skills and dispositions necessary for democratic living, experience in communication and cooperation, opportunities to codetermine the shape of democratic institutions and education itself, and equal opportunities to participate in learning. This allows me to show that most of the voices discussing AI and democratisation of education, conceptualise it in a narrow sense, focusing primarily on the technology’s potential to increase access to quality education. Consequently, I develop an analysis that investigates the relationship of educational AI to the four aspects inherent to Dewey’s philosophy. By examining today’s commercial AI tools and focusing primarily on Intelligent Tutoring Systems, the most prominent kind of educational AI today, I argue that their emphasis on individualisation of learning, their narrow focus on the mastery of the curriculum, and the drive to automate teachers’ tasks are obstacles to democratic education. I demonstrate that AI deprives children from opportunities to gain experience in democratic living and acquire communicative and collaborative skills and dispositions, while also habituating them to an environment over which they have little or no control, potentially impacting how they will aproach shared problems as democratic citizens. I accompany my analysis with suggestions how AI could be used to better serve the goals and values of democratic education. I highlight the opportunities for experiential learning introduced through simulations and games, note how learning network orchestration could expose students to a wider variety of worldviews, reflect on the use of AI to augment rather than automate teachers’ work, and suggest public development of educational AI."
The Three Social Dimensions of Chatbot Technology,https://link.springer.com/article/10.1007/s13347-024-00826-9,"The development and deployment of chatbot technology, while spanning decades and employing different techniques, require innovative frameworks to understand and interrogate their functionality and implications. A mere technocentric account of the evolution of chatbot technology does not fully illuminate how conversational systems are embedded in societal dynamics. This study presents a structured examination of chatbots across three societal dimensions, highlighting their roles as objects of scientific research, commercial instruments, and agents of intimate interaction. Through furnishing a dimensional framework for the evolution of conversational systems — from laboratories to marketplaces to private lives— this article contributes to the wider scholarly inquiry of chatbot technology and its impact in lived human experiences and dynamics."
Moderating Synthetic Content: the Challenge of Generative AI,https://link.springer.com/article/10.1007/s13347-024-00818-9,"Artificially generated content threatens to seriously disrupt the public sphere. Generative AI massively facilitates the production of convincing portrayals of fabricated events. We have already begun to witness the spread of synthetic misinformation, political propaganda, and non-consensual intimate deepfakes. Malicious uses of the new technologies can only be expected to proliferate over time. In the face of this threat, social media platforms must surely act. But how? While it is tempting to think they need new sui generis policies targeting synthetic content, we argue that the challenge posed by generative AI should be met through the enforcement of general platform rules. We demonstrate that the threat posed to individuals and society by AI-generated content is no different in kind from that of ordinary harmful content—a threat which is already well recognised. Generative AI massively increases the problem but, ultimately, it requires the same approach. Therefore, platforms do best to double down on improving and enforcing their existing rules, regardless of whether the content they are dealing with was produced by humans or machines."
"The Age of the Intelligent Machine: Singularity, Efficiency, and Existential Peril",https://link.springer.com/article/10.1007/s13347-024-00740-0,"Machine learning, and more broadly artificial intelligence (AI), is a fascinating technology and can be considered as the closest approximation to the Cartesian “thinking thing” that humans have ever created. Just as the industrial revolution required a new ethos, the age of intelligent machines will create its own, challenging the established moral, economic, and political presuppositions. This paper discusses the relationship between AI and society; it presents several thought experiments to explore the complexity of the relationship and highlights the insufficiency of the current normative paradigm in addressing technological expansion. I argue that many of the externalities, such as security risks, loss of privacy, and economic instability  will result from trying to fit the emerging technologies into the existing frame of efficiency and utility, by redefining the notions of human value, identity, autonomy, purity, and truth, among others. The age of the intelligent machine is elevating alienation to new levels, treating the individual as mere patterns in data—its primary commodity. I further argue that while the possibility of unintended consequences, due to the potential misuse of AI is ever present, the intelligent machine per se is unlikely to engage in a zero-sum game for power on its own initiative. I question whether singularity is at all attainable and argue that technology will forever remain a proxy for human interests. I conclude by posing questions for charting the path forward. Through this analysis, I aim to provide a more nuanced understanding of the complex relationship between the AI and humans."
Crossing the Trust Gap in Medical AI: Building an Abductive Bridge for xAI,https://link.springer.com/article/10.1007/s13347-024-00790-4,"In this paper, we argue that one way to approach what is known in the literature as the “Trust Gap” in Medical AI is to focus on explanations from an Explainable AI (xAI) perspective. Against the current framework on xAI – which does not offer a real solution – we argue for a pragmatist turn, one that focuses on understanding how we provide explanations in Traditional Medicine (TM), composed by human agents only. Following this, explanations have two specific relevant components: they are usually (i) social and (ii) abductive. Explanations, in this sense, ought to provide understanding by answering contrastive why-questions : “Why had P happened instead of Q?” (Miller in AI 267:1–38, 2019) (Sect. 1 ). In order to test the relevancy of this concept of explanation in medical xAI, we offer several reasons to argue that abductions are crucial for medical reasoning and provide a crucial tool to deal with trust gaps between human agents (Sect. 2 ). If abductions are relevant in TM, we can test the capability of Artificial Intelligence systems on this merit. Therefore, we provide an analysis of the capacity for social and abductive reasoning of different AI technologies. Accordingly, we posit that Large Language Models (LLMs) and transformer architectures exhibit a noteworthy potential for effective engagement in abductive reasoning. By leveraging the potential abductive capabilities of LLMs and transformers, we anticipate a paradigm shift in the integration of explanations within AI systems. This, in turn, has the potential to enhance the trustworthiness of AI-driven medical decisions, bridging the Trust Gap that has been a prominent challenge in the field of Medical AI (Sect. 3 ). This development holds the potential to not only improve the interpretability of AI-generated medical insights but also to guarantee that trust among practitioners, patients, and stakeholders in the healthcare domain is still present."
On the Nature of Explanation: An Epistemological-Linguistic Perspective for Explanation-Based Natural Language Inference,https://link.springer.com/article/10.1007/s13347-024-00775-3,"One of the fundamental research goals for explanation-based Natural Language Inference (NLI) is to build models that can reason in complex domains through the generation of natural language explanations . However, the methodologies to design and evaluate explanation-based inference models are still poorly informed by theoretical accounts on the nature of explanation. As an attempt to provide an epistemologically grounded characterisation for NLI, this paper focuses on the scientific domain, aiming to bridge the gap between theory and practice on the notion of a scientific explanation . Specifically, the paper combines a detailed survey of the modern accounts of scientific explanation in Philosophy of Science with a systematic analysis of corpora of natural language explanations, clarifying the nature and function of explanatory arguments from both a top-down (categorical) and a bottom-up (corpus-based) perspective. Through a mixture of quantitative and qualitative methodologies, the presented study allows deriving the following main conclusions: (1) Explanations cannot be entirely characterised in terms of inductive or deductive arguments as their main function is to perform unification ; (2) An explanation typically cites causes and mechanisms that are responsible for the occurrence of the event to be explained; (3) While natural language explanations possess an intrinsic causal-mechanistic nature, they are not limited to causes and mechanisms, also accounting for pragmatic elements such as definitions , properties and taxonomic relations ; (4) Patterns of unification naturally emerge in corpora of explanations even if not intentionally modelled; (5) Unification is realised through a process of abstraction , whose function is to provide the inference mechanism for subsuming the event to be explained under recurring patterns and high-level regularities. The paper contributes to addressing a fundamental gap in classical theoretical accounts on the nature of scientific explanations and their materialisation as linguistic artefacts. This characterisation can support a more principled design and evaluation of explanation-based AI systems which can better interpret, process, and generate natural language explanations."
Persons and their Digital Replicas,https://link.springer.com/article/10.1007/s13347-025-00854-z,"Creating a legacy is often seen as a way to circumvent mortality. At the very least, it is a way to ensure that someone’s ideas live on and their influence on others extends beyond their own lifetime. Common examples of such legacies are cultural products, such as books, music, or art, that one creates and leaves behind. In light of rapid advances in artificial intelligence research, it is conceivable that it will soon become possible – and, to some extent, it already is – to create a new type of legacy in the form of a virtual entity, such as a chatbot or an avatar, that acts as a digital replica of someone. In this paper, we investigate in what sense, if any, one could say that the original person continues to exist in their digital replica. Taking Derek Parfit’s work on the nature of personal identity as our inspiration and starting point, we suggest under what circumstances one could (and should) perceive such replicas as genuine extensions of one's personhood."
Relational Ethics and Structural Epistemic Injustice of AI in Medicine,https://link.springer.com/article/10.1007/s13347-025-00987-1,"With this contribution, we propose an initial, relational ethics approach to epistemic inclusion in the development and application of medical decision support systems. We revisit issues of epistemic injustice in various forms of medical AI and consider different orders of epistemic oppression. We argue that AI-based decision support risks excluding patients and medical personnel from relevant epistemic processes vital to good medical practice. For example, relating to a subject’s lifeworld, value sets, assumptions concerning good health, and means of overcoming or living with disease. By recognizing medical decision support systems as mediators of shared epistemic resources between patients, medical personnel, and medical research, we contend that a concern for epistemic inclusion ought to guide their conception and development. A relational ethics-based consideration of these epistemic processes further illuminates the structural character of these forms of epistemic exclusion. Ultimately, our approach seeks to reinstate the epistemic privilege of those perspectives being marginalized by these technologies and challenges the proclaimed impending epistemic obligation to utilize AI-based tools as the state-of-the-art in medical diagnosis and, perhaps even, therapy and its planning."
Generative AI and Democratic Culture,https://link.springer.com/article/10.1007/s13347-025-00953-x,"The purported threats that the algorithmic creation, ordering, and manipulation of information in the digital sphere may pose to democracy have received considerable academic attention in recent years. In seeking to extend this discussion beyond the focus on formal and procedural aspects of democracy, this paper adopts a Deweyan conception of democracy and considers specifically the potential impact of generative-AI technologies (genAI) on democratic culture . This, we argue, reveals underexplored democratic challenges posed by such increasingly ubiquitous technologies. As a flourishing democratic culture is fundamentally dependent on its epistemic richness and diversity, this directs one to consider if and how the use of genAI technologies might undermine these aspects. Both the technical architecture of genAI and the specific ways they are used in ordinary life demonstrate their ability to intercede in or mediate epistemic participation in democratic culture and, importantly, their tendency to advance dominant epistemic norms and practices. As such, we discuss how genAI might further epistemic injustices that negatively impact democratic culture in still underappreciated but salient ways."
Put Yourself in My Shoes: Revisiting the Moral Value of Algorithm Aversion Through Reciprocity and Vulnerability,https://link.springer.com/article/10.1007/s13347-025-00911-7,"This paper begins by exploring the phenomenon known as algorithm aversion , where users distrust AI and prefer human advice or decision-making even when they are aware of the algorithm’s superior performance. Current literature generally frames it as a misguided bias that harms decision accuracy and speed, likening it to a form of neo-Luddism. This view, however, overlooks the fact that the two groups (supporters and sceptics of algorithmic decisions) are speaking different moral languages: the supporters are outcome-orientated, arguing for accuracy and performance, while the sceptics offer a Kantian-position, that asks us to challenge the very precept that AI systems can be a decision-maker, or obligation-bearer , for decisions constrained by rights. To consider their position on the human-AI moral relationship, I take advantage of Korsgaard’s work on interspecies moral relationships, concluding that to be an obligation-bearer toward human right-holders, there needs to be a reciprocal reasons-giving relationship which AI in principle cannot fulfil. To meet objections that argue AI could eventually replicate the necessary moral agency requirements, I show that reciprocal relationships also call for constitutive symmetry , highlighting the importance of not only matching rationality, but also the vulnerability inherent in the human condition. With this account, algorithm sceptics are not misguided and have something morally important to say. This does not suggest eliminating AI entirely from decision processes. AI- assisted decision-making can be defended as long as a robust human-centred approach where genuine human control is upheld."
"Expropriated Minds: On Some Practical Problems of Generative AI, Beyond Our Cognitive Illusions",https://link.springer.com/article/10.1007/s13347-024-00743-x,"This paper discusses some societal implications of the most recent and publicly discussed application of advanced machine learning techniques: generative AI models, such as ChatGPT (text generation) and DALL-E (text-to-image generation). The aim is to shift attention away from conceptual disputes, e.g. regarding their level of intelligence and similarities/differences with human performance, to focus instead on practical problems, pertaining the impact that these technologies might have (and already have) on human societies. After a preliminary clarification of how generative AI works (Sect. 1), the paper discusses what kind of transparency ought to be required for such technologies and for the business model behind their commercial exploitation (Sect. 2), what is the role of user-generated data in determining their performance and how it should inform the redistribution of the resulting benefits (Sect. 3), the best way of integrating generative AI systems in the creative job market and how to properly negotiate their role in it (Sect. 4), and what kind of “cognitive extension” offered by these technologies we ought to embrace, and what type we should instead resist and monitor (Sect. 5). The last part of the paper summarizes the main conclusions of this analysis, also marking its distance from other, more apocalyptic approaches to the dangers of AI for human society."
